No.,Time,Source,Destination,Protocol,Length,Info,Label
2978,255.500759,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2984,255.504197,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3036,260.504722,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
3037,260.504911,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
3091,265.554786,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
3094,265.590649,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3097,265.596363,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
3103,265.600236,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3153,270.604899,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
3154,270.605089,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
3210,275.654998,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
3212,275.711126,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3215,275.71682,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
3221,275.721638,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
3273,280.75501,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
3274,280.755209,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
3331,285.80447,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
3332,285.816535,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
3335,285.822103,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
